Token.Sent,awareness,change_of_location,change_of_possession,change_of_state,change_of_state_continuous,existed_after,existed_before,existed_during,instigation,partitive,sentient,volition,was_for_benefit,was_used
be.5712,0.0,0.375,0.375,0.375,0.0,0.875,0.625,1.0,0.5,0.125,0.0,0.125,0.25,0.75
be.5877,0.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
be.5879,0.0,0.0,0.25,0.375,0.375,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5
be.5880,0.25,0.125,0.25,0.625,0.375,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.875
be.5892,0.0,0.25,0.0,0.25,0.0,0.5,0.0,1.0,0.375,0.0,0.0,0.0,0.5,1.0
be.5978,0.0,0.0,0.0,0.25,0.0,0.625,0.625,1.0,1.0,0.5,0.0,0.0,0.0,1.0
be.6005,0.0,0.0,0.0,0.0,0.0,0.125,0.125,1.0,0.25,0.25,0.0,0.0,0.0,0.375
be.6016,0.0,0.0,0.25,0.5,0.0,0.75,0.25,1.0,0.75,0.25,0.0,0.0,0.25,1.0
be.6019,0.0,0.0,0.125,0.125,0.0,0.375,0.125,0.5714285714285714,0.125,0.125,0.0,0.125,0.375,0.375
be.6027,0.5,0.25,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.375,0.5,0.5,0.75,0.875
be.6095,0.0,0.0,0.0,0.625,0.375,0.625,0.5,1.0,0.375,0.375,0.0,0.0,0.375,0.375
be.6174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5
be.6199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.0,0.0,0.0,0.0,0.5
be.6230,0.5,0.125,0.125,0.25,0.0,0.625,0.625,0.8571428571428571,0.5,0.25,0.0,0.375,0.625,0.625
be.6369,0.5,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.5,1.0,0.25,0.875,0.875
be.6437,0.0,0.0,0.0,0.5,0.0,0.25,0.25,1.0,0.875,0.5,0.0,0.0,0.25,0.875
be.6468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5
be.6493,0.0,0.25,0.25,0.25,0.0,0.75,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.75
be.6494,0.0,0.5,0.0,0.375,0.0,1.0,1.0,1.0,0.875,0.0,0.0,0.0,0.125,0.375
be.6521,0.0,0.0,0.0,0.75,0.5,0.5,0.375,0.7142857142857143,0.5,0.375,0.0,0.0,0.125,0.625
be.6525,0.125,0.125,0.125,0.125,0.0,0.75,0.625,0.8571428571428571,0.625,0.125,0.125,0.125,0.625,0.875
be.6528,0.5,0.5,0.375,0.375,0.375,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,1.0
be.6536,0.125,0.25,0.25,0.125,0.0,0.625,0.375,0.5714285714285714,0.0,0.375,0.0,0.0,0.0,0.375
be.6610,0.0,0.25,0.125,0.125,0.0,0.375,0.125,0.42857142857142855,0.5,0.0,0.0,0.0,0.125,0.875
be.6744,1.0,0.5,0.125,0.375,0.0,1.0,1.0,1.0,0.75,0.125,0.875,0.875,0.875,1.0
be.6855,0.0,0.625,0.375,0.625,0.25,0.0,0.0,1.0,0.25,0.375,0.0,0.0,0.0,0.75
be.6928,0.0,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0
be.6969,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0
be.7204,0.375,0.125,0.375,0.125,0.0,0.5,0.375,1.0,0.125,0.375,0.125,0.375,0.375,0.875
be.7270,0.0,0.0,0.0,0.125,0.0,1.0,0.125,1.0,0.5,0.125,0.0,0.0,0.0,1.0
be.7282,0.0,0.0,0.0,0.125,0.0,0.875,0.875,0.8571428571428571,0.375,0.25,0.0,0.0,0.0,0.625
be.7306,0.0,0.125,0.0,0.25,0.0,0.875,0.75,1.0,0.625,0.25,0.375,0.0,0.125,0.375
be.7326,0.0,0.25,0.25,0.5,0.375,0.875,0.375,0.8571428571428571,0.5,0.25,0.125,0.0,0.0,0.75
be.74,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.8571428571428571,0.375,0.25,0.0,0.0,0.0,0.375
be.742,0.0,0.0,0.0,0.25,0.0,0.875,0.875,1.0,0.625,0.5,0.0,0.375,0.125,0.0
be.7467,0.0,0.5,0.5,0.5,0.0,0.875,1.0,1.0,0.625,0.5,0.0,0.0,0.375,0.625
be.7482,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.375,0.5,0.5,0.5,1.0
be.7497,0.125,0.375,0.375,0.375,0.0,0.375,0.125,0.8571428571428571,0.125,0.625,0.125,0.125,0.125,0.125
be.759,0.0,0.375,0.5,0.5,0.0,0.625,0.625,0.7142857142857143,1.0,0.5,0.0,0.0,0.5,1.0
be.7601,0.0,0.0,0.125,0.625,0.0,1.0,0.875,1.0,0.875,0.0,0.875,0.0,0.375,0.375
be.762,1.0,0.5,0.25,0.625,0.375,0.875,1.0,1.0,0.625,0.625,1.0,1.0,0.625,1.0
be.7630,0.125,0.125,0.125,0.625,0.125,0.375,0.375,0.2857142857142857,0.5,0.125,0.125,0.125,0.125,0.625
be.7671,0.0,0.25,0.25,0.25,0.0,0.5,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0
be.771,0.125,0.0,0.375,0.375,0.0,0.875,0.125,0.8571428571428571,0.375,0.125,0.0,0.125,0.375,0.875
be.7748,0.0,0.375,0.125,0.5,0.375,0.875,0.875,0.8571428571428571,0.5,0.75,0.0,0.125,0.75,0.5
be.7757,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
be.7890,0.0,0.125,0.125,0.5,0.0,0.5,0.5,0.5714285714285714,0.5,0.125,0.0,0.0,0.125,0.125
be.7897,0.375,0.375,0.375,0.375,0.0,0.375,0.125,0.5714285714285714,0.375,0.375,0.25,0.375,0.375,0.375
be.8001,0.25,0.5,0.5,0.5,0.375,0.75,0.75,0.7142857142857143,0.5,0.25,0.5,0.5,0.5,0.5
be.808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.375,0.0,0.0,0.0,0.25,1.0
be.8130,0.125,0.25,0.25,0.375,0.0,0.25,0.125,0.5714285714285714,0.125,0.125,0.125,0.125,0.125,0.5
be.8138,0.0,0.25,0.0,0.25,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
be.8139,0.0,0.375,0.5,0.875,0.875,0.5,0.125,1.0,0.125,0.375,0.0,0.0,0.125,0.875
be.8151,0.125,0.25,0.25,0.375,0.0,0.375,0.375,0.5714285714285714,0.5,0.375,0.125,0.125,0.25,0.5
be.8157,0.125,0.375,0.375,0.625,0.375,0.5,0.125,1.0,0.875,0.25,0.0,0.0,0.375,0.5
be.821,0.125,0.125,0.125,0.375,0.0,0.375,0.125,0.5714285714285714,0.125,0.125,0.0,0.125,0.125,0.375
be.8218,0.0,0.125,0.5,0.25,0.0,0.375,0.5,0.8571428571428571,1.0,0.625,0.125,0.0,0.125,0.875
be.8245,0.0,0.0,0.0,0.125,0.0,0.125,1.0,0.42857142857142855,0.5,0.0,0.0,0.0,0.125,0.5
be.8253,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.25
be.8255,0.0,0.0,0.0,0.5,0.0,1.0,0.75,1.0,0.625,0.0,0.0,0.0,0.25,1.0
be.8265,0.0,0.0,0.25,0.25,0.0,0.5,0.5,1.0,0.375,0.0,0.0,0.0,0.375,1.0
be.8390,0.0,0.375,0.375,0.375,0.0,0.375,0.375,1.0,0.75,0.375,0.0,0.0,0.5,0.75
be.8407,0.125,0.25,0.25,0.5,0.375,1.0,0.875,1.0,1.0,0.875,0.0,0.0,0.5,0.875
be.8444,0.125,0.375,0.5,0.375,0.5,0.75,1.0,0.5714285714285714,0.5,1.0,0.125,0.5,0.25,0.5
be.8448,0.125,0.125,0.125,0.625,0.0,0.375,0.375,0.8571428571428571,0.375,0.125,0.125,0.125,0.375,0.375
be.8459,0.0,0.25,0.0,0.25,0.0,0.5,0.5,1.0,0.875,0.0,0.0,0.0,0.5,1.0
be.8467,0.25,0.25,0.5,0.25,0.0,0.5,0.625,0.5714285714285714,0.625,0.25,0.25,0.25,0.625,0.625
be.85,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5
be.8526,0.0,0.5,0.0,0.375,0.0,0.5,0.5,1.0,0.5,0.375,0.0,0.0,0.0,1.0
be.87,0.0,0.375,0.375,0.375,0.0,0.5,0.25,1.0,0.625,0.5,0.0,0.0,0.375,0.875
be.870,0.0,0.125,0.25,0.375,0.0,0.25,0.25,0.42857142857142855,0.375,0.25,0.375,0.0,0.25,0.5
be.8772,0.0,0.0,0.0,0.375,0.5,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0
be.884,0.125,0.125,0.125,0.25,0.0,0.875,0.875,0.8571428571428571,0.875,0.625,0.0,0.0,0.125,0.625
be.8873,0.125,0.125,0.125,0.125,0.0,0.75,0.875,0.8571428571428571,0.875,0.75,0.125,0.125,0.375,0.5
be.8910,0.125,0.125,0.125,0.125,0.0,0.375,0.375,0.5714285714285714,0.125,0.125,0.0,0.125,0.125,0.125
be.8971,0.25,0.25,0.25,0.25,0.0,0.75,0.0,1.0,0.25,0.25,0.0,0.25,0.125,0.25
be.8989,0.125,0.25,0.375,0.375,0.0,0.625,0.625,0.5714285714285714,0.25,0.25,0.0,0.125,0.5,0.5
be.9049,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.42857142857142855,0.0,0.5,0.0,0.0,0.0,0.5
be.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.0,0.0,0.0,0.5,0.5
be.9159,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.42857142857142855,0.5,0.25,0.0,0.0,0.25,0.5
be.9196,0.0,0.125,0.125,0.625,0.375,0.625,0.75,1.0,0.625,0.375,0.0,0.0,0.375,0.875
be.9204,0.75,0.25,0.0,0.625,0.375,1.0,1.0,1.0,0.375,0.375,1.0,0.75,0.125,0.375
be.9304,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.42857142857142855,0.5,0.25,0.0,0.0,0.0,0.0
be.9313,0.375,0.375,0.625,0.625,0.375,0.75,0.75,1.0,0.625,0.625,0.25,0.375,0.625,0.625
be.9335,0.875,0.75,0.25,0.5,0.5,0.875,0.75,1.0,0.875,0.0,0.5,0.5,0.75,0.875
be.9347,0.0,0.625,0.625,0.125,0.0,1.0,1.0,1.0,0.625,0.625,0.5,0.0,0.75,0.875
be.938,0.25,0.25,0.25,0.0,0.0,0.5,0.0,1.0,0.25,0.0,0.0,0.25,0.25,0.5
be.9477,0.25,0.625,0.25,0.5,0.0,0.25,0.25,0.7142857142857143,0.25,0.375,0.0,0.25,0.25,0.75
be.9491,0.0,0.5,0.125,0.625,0.5,0.5,0.5,1.0,0.75,0.125,0.0,0.0,0.125,0.75
be.9535,0.0,0.0,0.0,0.0,0.0,0.5,0.125,1.0,0.5,1.0,0.0,0.0,1.0,1.0
be.9566,0.0,0.0,0.0,0.0,0.0,1.0,0.625,1.0,1.0,0.0,0.0,0.0,0.25,1.0
be.9585,0.0,0.0,0.0,0.125,0.0,0.375,0.375,1.0,0.375,0.125,0.0,0.0,0.0,0.5
be.9593,0.125,0.25,0.375,0.375,0.0,0.625,0.625,0.5714285714285714,0.5,0.25,0.0,0.125,0.25,0.5
be.9601,0.0,0.375,0.125,0.5,0.0,0.5,0.375,1.0,0.375,0.125,0.0,0.0,0.125,0.875
be.9611,0.5,0.25,0.25,0.25,0.0,0.25,0.25,1.0,0.5,0.625,0.25,0.5,0.375,0.5
be.9633,0.0,0.25,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0
be.9636,0.0,0.125,0.125,0.125,0.0,0.5,0.375,1.0,0.625,0.125,0.0,0.0,0.625,0.875
be.9674,0.0,0.0,0.0,0.25,0.0,0.5,0.5,1.0,1.0,0.25,0.0,0.0,0.25,1.0
be.9709,1.0,0.25,0.0,0.125,0.0,1.0,1.0,1.0,0.375,0.0,1.0,1.0,0.5,0.875
be.9731,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8571428571428571,0.5,0.375,0.0,0.0,0.0,0.5
be.9796,0.0,0.0,0.0,0.375,0.0,1.0,0.75,1.0,0.375,0.5,0.0,0.0,0.375,0.875
be.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,0.0,0.0,0.0,0.0,0.0
bear.7572,0.625,0.25,0.0,0.625,0.375,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.875,1.0
beat.6716,1.0,0.125,0.125,0.5,0.5,1.0,1.0,1.0,0.875,0.125,1.0,1.0,0.875,1.0
beat.6717,1.0,0.5,0.0,0.75,0.5,1.0,1.0,1.0,0.875,0.0,1.0,1.0,1.0,0.5
become.1141,0.75,0.625,0.625,0.75,0.75,1.0,1.0,1.0,0.75,0.25,1.0,0.75,0.5,0.5
become.5502,0.875,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0
become.6101,0.875,0.5,0.375,1.0,1.0,1.0,1.0,1.0,0.625,0.0,0.875,0.875,0.875,0.75
become.6487,1.0,0.875,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
become.6695,0.0,0.75,0.75,0.125,0.0,1.0,0.875,1.0,0.875,0.75,0.0,0.0,0.375,1.0
become.758,1.0,0.875,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.5
become.990,1.0,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.75,0.25,0.5
beg.11581,1.0,0.5,0.0,0.375,0.125,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0
beg.890,1.0,0.375,0.125,0.5,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
begin.11880,1.0,0.625,0.0,0.75,0.75,1.0,1.0,1.0,0.875,0.0,1.0,1.0,1.0,1.0
begin.4613,1.0,0.125,0.125,0.375,0.0,1.0,0.0,1.0,0.875,0.5,1.0,1.0,0.875,0.5
begin.4626,0.625,0.125,0.125,0.375,0.0,0.5,0.875,1.0,1.0,1.0,0.5,1.0,0.875,1.0
begin.5132,1.0,0.125,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0
begin.6775,1.0,1.0,0.125,0.875,1.0,1.0,0.625,1.0,1.0,0.375,1.0,1.0,1.0,1.0
begin.8367,0.125,0.5,0.0,0.375,0.375,1.0,0.0,1.0,0.875,0.125,0.0,0.125,0.125,1.0
begin.985,0.875,0.375,0.125,0.375,0.375,1.0,1.0,1.0,0.875,0.625,1.0,1.0,0.5,0.5
believe.11138,1.0,0.5,0.0,0.625,0.125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.125,0.0
believe.1210,1.0,0.125,0.125,0.75,0.75,1.0,1.0,1.0,0.875,0.75,1.0,0.875,0.125,0.875
believe.1262,0.875,0.5,0.125,0.375,0.25,0.5,0.5,1.0,0.625,0.25,1.0,1.0,0.5,0.5
believe.1395,1.0,0.75,0.0,0.875,0.875,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.875,1.0
believe.1676,1.0,0.625,0.125,0.5,0.5,1.0,1.0,1.0,1.0,0.125,1.0,0.75,0.75,0.375
believe.2096,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
believe.2746,1.0,0.25,0.5,0.25,0.0,1.0,0.875,0.8571428571428571,0.75,0.0,1.0,0.875,0.75,0.875
believe.2765,1.0,0.25,0.0,0.375,0.375,1.0,1.0,1.0,0.625,0.0,1.0,1.0,0.375,0.875
believe.2837,0.875,0.5,0.125,0.625,0.375,1.0,1.0,1.0,0.375,0.875,1.0,0.75,0.375,0.875
believe.3253,0.875,0.625,0.0,0.625,0.375,1.0,1.0,1.0,0.875,0.625,1.0,0.875,0.625,0.875
believe.3382,1.0,0.75,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.625,0.5
believe.3405,1.0,0.25,0.25,0.625,0.5,1.0,1.0,1.0,0.875,0.25,1.0,0.875,0.625,0.875
believe.3575,1.0,0.625,0.0,0.625,0.375,1.0,1.0,1.0,0.875,0.375,1.0,1.0,0.625,1.0
believe.3891,1.0,0.25,0.0,0.375,0.0,0.875,1.0,1.0,0.75,0.5,1.0,1.0,0.75,1.0
believe.4578,1.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.75,0.25,1.0,0.875,0.75,1.0
believe.458,1.0,0.625,0.0,0.875,0.75,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.875,1.0
believe.5145,1.0,0.75,0.125,0.75,0.75,0.875,1.0,1.0,0.875,0.5,1.0,0.875,0.75,0.5
believe.5163,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,0.875
believe.5854,1.0,0.625,0.0,0.25,0.0,0.75,1.0,1.0,0.625,0.5,1.0,1.0,0.625,1.0
believe.6096,1.0,0.5,0.0,0.5,0.5,0.75,1.0,1.0,1.0,0.5,1.0,1.0,0.375,0.5
believe.6136,1.0,0.75,0.0,0.375,0.375,0.875,1.0,1.0,1.0,0.125,1.0,1.0,0.0,0.0
believe.6155,1.0,0.625,0.0,0.5,0.375,1.0,1.0,1.0,0.875,0.375,1.0,1.0,0.875,1.0
believe.6756,1.0,0.375,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,0.0
believe.9802,0.875,0.625,0.375,0.375,0.0,1.0,1.0,1.0,0.625,0.5,1.0,1.0,0.5,0.75
belong.12026,0.0,0.125,0.25,0.375,0.375,0.875,0.875,1.0,0.375,0.125,0.0,0.0,0.25,0.875
bet.2307,1.0,0.25,0.125,0.375,0.0,1.0,1.0,1.0,0.625,0.375,1.0,0.875,0.125,0.875
bet.8586,0.875,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.375,1.0,0.875,0.5,0.875
bite.10466,0.875,0.625,0.625,1.0,1.0,0.125,1.0,1.0,0.75,0.375,0.0,0.125,0.125,0.875
blame.397,0.875,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.75,0.625,1.0,0.875,0.625,0.875
blend.1036,0.875,0.625,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.375,1.0,0.75,0.75,0.375
blow.10348,0.875,0.625,0.5,0.75,0.375,1.0,0.75,0.8571428571428571,1.0,0.875,0.75,0.75,0.5,1.0
break.10712,0.75,0.75,0.125,1.0,0.875,1.0,1.0,1.0,0.75,1.0,0.0,0.0,0.125,0.875
break.10889,0.0,0.25,0.0,1.0,1.0,0.75,1.0,1.0,0.0,0.25,0.0,0.0,0.0,1.0
bring.11911,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.625,0.5
bring.374,0.375,0.375,0.125,0.125,0.0,0.625,0.625,0.5714285714285714,0.875,0.125,0.0,0.125,0.625,0.625
build.5610,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
buy.11792,1.0,0.25,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.875
buy.12285,1.0,0.5,0.25,0.5,0.0,1.0,1.0,1.0,0.875,0.75,1.0,1.0,0.75,0.75
buy.7902,1.0,0.375,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.875,0.5
buy.8643,1.0,0.75,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
buy.9034,1.0,0.375,0.125,0.75,0.5,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0
call.10095,1.0,0.5,0.25,0.375,0.375,1.0,1.0,1.0,1.0,0.25,0.875,1.0,0.625,1.0
call.10287,1.0,0.375,0.125,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.875,1.0
call.10522,1.0,0.5,0.125,0.625,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
call.10654,1.0,0.25,0.125,0.75,0.875,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875,0.875
call.11649,1.0,0.125,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
call.11662,1.0,0.25,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0
call.11872,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5
call.12188,1.0,0.25,0.25,0.25,0.0,1.0,1.0,1.0,0.875,0.75,1.0,1.0,0.875,0.25
call.12250,0.875,0.625,0.125,0.625,0.5,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0
call.12422,1.0,0.5,0.25,0.5,0.0,0.875,1.0,1.0,0.875,0.5,1.0,0.875,1.0,0.875
call.12437,1.0,0.5,0.25,0.125,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.625,0.875
call.12540,1.0,0.25,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
call.2045,1.0,0.5,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.5,0.375
call.293,1.0,0.375,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.875,1.0
call.391,0.0,0.0,0.0,0.125,0.0,0.75,0.25,0.7142857142857143,0.625,0.75,0.0,0.0,0.0,0.375
call.392,0.0,0.0,0.0,0.0,0.0,1.0,0.125,1.0,1.0,1.0,0.0,0.0,0.25,1.0
call.4757,1.0,0.5,0.125,0.625,0.375,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.375,1.0
care.1697,0.75,0.375,0.125,0.25,0.0,1.0,1.0,1.0,0.625,0.125,0.875,0.625,0.375,0.375
carry.7593,0.875,0.5,0.5,0.375,0.375,1.0,1.0,1.0,0.875,1.0,0.0,1.0,1.0,1.0
caution.6355,1.0,0.25,0.25,0.625,0.375,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75
cement.6925,0.125,0.125,0.125,0.125,0.0,0.875,0.875,0.8571428571428571,0.875,0.5,0.0,0.125,0.125,0.5
charge.10025,0.875,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.375,0.375,1.0,0.375,0.25,0.375
check.12132,1.0,0.625,0.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.625,1.0
choose.10221,1.0,0.75,0.125,0.25,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0
choose.12051,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
choose.228,1.0,0.5,0.5,0.75,0.75,0.875,0.875,0.8571428571428571,0.875,0.875,1.0,1.0,0.625,1.0
cite.6861,0.0,0.25,0.25,0.625,0.5,1.0,1.0,1.0,0.625,0.875,0.0,0.0,0.125,0.875
cite.925,0.5,0.125,0.125,0.5,0.375,1.0,1.0,1.0,0.875,0.875,0.0,0.5,0.75,1.0
claim.11537,1.0,0.375,0.25,0.375,0.375,1.0,1.0,1.0,0.625,0.75,1.0,0.875,0.625,0.5
claim.630,1.0,0.25,0.0,0.125,0.0,1.0,1.0,1.0,0.625,0.5,0.75,1.0,0.625,0.875
claim.6326,1.0,0.5,0.25,0.375,0.0,1.0,1.0,1.0,0.75,0.375,1.0,0.875,0.625,0.875
claim.677,1.0,0.25,0.0,0.25,0.0,1.0,1.0,1.0,0.875,0.875,1.0,1.0,1.0,1.0
claim.822,0.5,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.75,0.0,0.5,0.25,0.5
clash.8442,0.0,0.125,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.125,1.0
coincide.6417,0.0,0.25,0.25,0.25,0.0,1.0,0.375,1.0,0.375,0.375,0.0,0.0,0.125,0.5
come.10242,1.0,1.0,0.0,0.375,0.0,1.0,1.0,1.0,0.625,0.125,1.0,1.0,0.875,0.5
come.10246,0.875,1.0,0.0,0.625,0.375,1.0,1.0,1.0,0.625,0.125,1.0,0.75,0.625,0.75
come.10355,1.0,0.875,0.125,0.375,0.375,1.0,1.0,1.0,1.0,0.25,0.875,1.0,0.75,0.5
come.10379,1.0,1.0,0.0,0.375,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.875
come.10619,1.0,1.0,0.125,0.375,0.375,1.0,1.0,1.0,0.25,0.0,1.0,1.0,0.625,1.0
come.11514,1.0,1.0,0.25,0.5,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.875,0.75,1.0
come.1162,0.0,0.125,0.125,0.125,0.0,0.75,0.625,0.8571428571428571,0.875,0.125,0.0,0.0,0.125,0.5
come.11935,1.0,0.625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.375,1.0
come.2007,0.0,0.625,0.625,0.25,0.0,1.0,1.0,1.0,0.625,0.125,0.0,0.0,0.125,0.625
come.5490,0.375,0.125,0.125,0.125,0.0,1.0,0.625,0.8571428571428571,0.5,0.25,0.25,0.125,0.5,0.375
come.5565,0.125,0.625,1.0,0.125,0.0,0.375,1.0,1.0,0.625,0.0,0.125,0.125,0.125,0.875
come.565,0.0,0.375,0.25,0.5,0.0,1.0,0.75,1.0,0.0,0.5,0.0,0.0,0.375,1.0
come.5727,1.0,0.25,0.25,0.375,0.0,1.0,1.0,1.0,0.75,0.25,1.0,0.75,0.75,0.75
come.6637,0.0,0.125,0.125,0.25,0.0,1.0,1.0,1.0,0.0,0.125,0.0,0.0,0.125,0.625
come.6763,0.0,0.125,0.25,0.5,0.0,0.375,0.25,0.8571428571428571,0.75,0.375,0.0,0.0,0.875,0.875
come.6777,0.5,0.0,0.125,0.5,0.5,0.5,0.5,1.0,1.0,0.375,0.0,0.5,0.5,1.0
come.9857,1.0,0.875,0.375,0.25,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
commit.6064,1.0,0.375,0.125,0.125,0.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,0.625,0.375
communicate.1744,1.0,0.625,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0
communicate.3627,1.0,0.375,0.0,0.375,0.375,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.625,0.5
compare.10033,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,0.125,0.125,0.0,0.375,0.5
complain.279,1.0,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
comprise.621,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0
conclude.1361,0.625,0.25,0.25,0.5,0.125,1.0,1.0,1.0,1.0,0.625,0.875,0.5,0.5,1.0
conclude.1362,1.0,0.375,0.0,0.625,0.5,0.5,0.75,1.0,1.0,0.375,1.0,1.0,0.375,0.5
conclude.1485,0.125,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.125,0.25,1.0
